PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
3162,0,3,"Bennett, Mr. Morgan 1162",male,31.97,1,1,SYN-01162,11.4635,,S
3163,0,2,"Carter, Mr. Taylor 1163",male,9.26,0,1,SYN-01163,50.5763,,S
3164,0,3,"Davis, Mrs. Jordan 1164",female,,0,0,SYN-01164,9.3816,E114,S
3165,0,1,"Evans, Mrs. Casey 1165",female,34.55,1,0,SYN-01165,68.5251,E86,C
3166,1,3,"Foster, Mr. Riley 1166",male,17.74,0,0,SYN-01166,20.3382,E26,C
3167,0,1,"Green, Mr. Avery 1167",male,28.64,0,1,SYN-01167,113.4681,E26,S
3168,0,2,"Hall, Mr. Jamie 1168",male,49.97,0,0,SYN-01168,25.2723,,S
3169,0,3,"Anderson, Mr. Alex 1169",male,53.93,2,0,SYN-01169,7.2594,C2,S
3170,1,1,"Bennett, Mrs. Morgan 1170",female,50.7,0,2,SYN-01170,89.9516,,C
3171,1,1,"Carter, Mr. Taylor 1171",male,,0,0,SYN-01171,33.1176,,Q
3172,1,3,"Davis, Mr. Jordan 1172",male,12.42,1,1,SYN-01172,7.0962,,C
3173,1,1,"Evans, Mrs. Casey 1173",female,,1,0,SYN-01173,153.8226,,S
3174,1,3,"Foster, Mr. Riley 1174",male,12.62,0,0,SYN-01174,20.4643,,S
3175,1,2,"Green, Mr. Avery 1175",male,9.18,0,0,SYN-01175,25.4407,,Q
3176,1,1,"Hall, Mr. Jamie 1176",male,33.35,0,0,SYN-01176,24.2242,,S
3177,0,1,"Anderson, Mr. Alex 1177",male,37.32,0,0,SYN-01177,36.0164,,S
3178,0,3,"Bennett, Mr. Morgan 1178",male,42.65,0,0,SYN-01178,6.8818,,Q
3179,1,3,"Carter, Mrs. Taylor 1179",female,,0,0,SYN-01179,9.0989,,C
3180,1,1,"Davis, Mrs. Jordan 1180",female,37.44,0,0,SYN-01180,35.1903,,S
3181,0,3,"Evans, Mr. Casey 1181",male,,1,0,SYN-01181,8.733,,
3182,1,3,"Foster, Mrs. Riley 1182",female,28.53,1,1,SYN-01182,26.4326,,Q
3183,1,3,"Green, Mrs. Avery 1183",female,8.9,0,0,SYN-01183,12.4665,,S
3184,0,3,"Hall, Mrs. Jamie 1184",female,1.95,0,0,SYN-01184,11.279,,C
3185,1,3,"Anderson, Mrs. Alex 1185",female,40.37,1,0,SYN-01185,5.7141,E61,S
3186,0,3,"Bennett, Mr. Morgan 1186",male,10.08,1,0,SYN-01186,4.0598,G132,C
3187,0,3,"Carter, Mr. Taylor 1187",male,42.21,1,0,SYN-01187,5.089,,Q
3188,1,3,"Davis, Mr. Jordan 1188",male,,1,0,SYN-01188,3.9706,C18,S
3189,1,2,"Evans, Mrs. Casey 1189",female,,1,2,SYN-01189,20.8427,,S
3190,1,1,"Foster, Mr. Riley 1190",male,38.26,1,0,SYN-01190,86.4557,,S
3191,1,3,"Green, Mr. Avery 1191",male,20.74,0,1,SYN-01191,5.8807,,C
3192,0,1,"Hall, Mr. Jamie 1192",male,4.16,0,1,SYN-01192,75.933,,S
3193,1,2,"Anderson, Mr. Alex 1193",male,2.35,1,1,SYN-01193,44.8659,,S
3194,1,1,"Bennett, Mr. Morgan 1194",male,10.51,0,0,SYN-01194,205.4554,,C
3195,1,1,"Carter, Mr. Taylor 1195",male,23.84,0,0,SYN-01195,106.935,,Q
3196,0,3,"Davis, Mrs. Jordan 1196",female,,1,0,SYN-01196,9.0832,,C
3197,1,3,"Evans, Mrs. Casey 1197",female,8.64,1,0,SYN-01197,15.0074,,S
3198,0,2,"Foster, Mr. Riley 1198",male,35.36,1,0,SYN-01198,42.0655,,Q
3199,1,1,"Green, Mrs. Avery 1199",female,16.07,1,0,SYN-01199,23.2085,,C
3200,0,2,"Hall, Mr. Jamie 1200",male,,0,0,SYN-01200,45.1897,,S
3201,1,2,"Anderson, Mr. Alex 1201",male,34.18,0,0,SYN-01201,14.8234,,Q
3202,0,3,"Bennett, Mr. Morgan 1202",male,35.31,1,1,SYN-01202,7.4511,,S
3203,1,3,"Carter, Mr. Taylor 1203",male,16.77,0,0,SYN-01203,8.2266,,Q
3204,0,3,"Davis, Mr. Jordan 1204",male,,1,0,SYN-01204,11.9249,,C
3205,1,3,"Evans, Mrs. Casey 1205",female,42.98,0,0,SYN-01205,5.427,,S
3206,0,3,"Foster, Mrs. Riley 1206",female,54.79,1,1,SYN-01206,8.5501,,S
3207,1,3,"Green, Mr. Avery 1207",male,5.97,0,0,SYN-01207,13.3496,,S
3208,0,3,"Hall, Mr. Jamie 1208",male,17.44,0,0,SYN-01208,11.2774,,S
3209,1,3,"Anderson, Mrs. Alex 1209",female,34.75,0,0,SYN-01209,12.33,,S
3210,0,1,"Bennett, Mr. Morgan 1210",male,,1,1,SYN-01210,58.5753,,C
3211,1,3,"Carter, Mr. Taylor 1211",male,31.43,0,1,SYN-01211,14.6454,,S
3212,0,2,"Davis, Mr. Jordan 1212",male,50.47,0,1,SYN-01212,35.7575,,S
3213,0,2,"Evans, Mr. Casey 1213",male,19.64,0,1,SYN-01213,34.5972,,S
3214,1,3,"Foster, Mr. Riley 1214",male,29.41,0,0,SYN-01214,12.6514,,S
3215,1,3,"Green, Mrs. Avery 1215",female,38.67,1,0,SYN-01215,16.7597,,S
3216,1,1,"Hall, Mr. Jamie 1216",male,35.56,0,0,SYN-01216,113.0216,,S
3217,1,1,"Anderson, Mrs. Alex 1217",female,19.27,2,0,SYN-01217,305.0802,,S
3218,0,1,"Bennett, Mr. Morgan 1218",male,18.67,1,0,SYN-01218,136.788,,S
3219,1,3,"Carter, Mr. Taylor 1219",male,,0,0,SYN-01219,9.5236,,C
3220,1,1,"Davis, Mrs. Jordan 1220",female,46.68,0,1,SYN-01220,42.3967,,S
3221,1,3,"Evans, Mrs. Casey 1221",female,,2,3,SYN-01221,8.6621,,S
3222,1,3,"Foster, Mrs. Riley 1222",female,55.26,0,0,SYN-01222,8.332,,C
3223,1,3,"Green, Mr. Avery 1223",male,2.82,1,0,SYN-01223,13.2483,,Q
3224,1,3,"Hall, Mr. Jamie 1224",male,25.64,0,1,SYN-01224,6.8035,,S
3225,1,2,"Anderson, Mrs. Alex 1225",female,,0,0,SYN-01225,38.5297,,C
3226,0,1,"Bennett, Mr. Morgan 1226",male,39.98,3,0,SYN-01226,32.5975,,C
3227,0,3,"Carter, Mr. Taylor 1227",male,,0,0,SYN-01227,4.0743,,Q
3228,1,1,"Davis, Mr. Jordan 1228",male,15.53,0,0,SYN-01228,64.9866,,S
3229,0,1,"Evans, Mr. Casey 1229",male,36.89,0,0,SYN-01229,44.0395,,S
3230,1,2,"Foster, Mrs. Riley 1230",female,27.52,0,0,SYN-01230,10.0112,,S
3231,1,1,"Green, Mrs. Avery 1231",female,,1,1,SYN-01231,49.309,,C
3232,1,2,"Hall, Mr. Jamie 1232",male,45.02,1,0,SYN-01232,13.1565,,C
3233,1,3,"Anderson, Mrs. Alex 1233",female,40.63,0,0,SYN-01233,10.0559,,S
3234,0,3,"Bennett, Mr. Morgan 1234",male,48.62,0,0,SYN-01234,7.1087,F18,S
3235,1,3,"Carter, Mrs. Taylor 1235",female,2.96,0,0,SYN-01235,7.434,,S
3236,1,3,"Davis, Mrs. Jordan 1236",female,,0,0,SYN-01236,9.9733,C140,S
3237,1,2,"Evans, Mrs. Casey 1237",female,39.73,0,1,SYN-01237,34.9377,D30,Q
3238,0,3,"Foster, Mr. Riley 1238",male,,1,1,SYN-01238,22.4546,,S
3239,1,3,"Green, Mrs. Avery 1239",female,20.83,0,0,SYN-01239,10.8467,,S
3240,1,1,"Hall, Mrs. Jamie 1240",female,8.49,0,0,SYN-01240,79.245,,S
3241,0,3,"Anderson, Mr. Alex 1241",male,30.3,1,1,SYN-01241,9.0416,,C
3242,1,2,"Bennett, Mrs. Morgan 1242",female,52.79,0,0,SYN-01242,26.0605,,C
3243,1,1,"Carter, Mr. Taylor 1243",male,58.32,0,0,SYN-01243,86.7574,,S
3244,1,2,"Davis, Mrs. Jordan 1244",female,18.6,0,0,SYN-01244,41.4691,,S
3245,0,2,"Evans, Mrs. Casey 1245",female,37.37,1,2,SYN-01245,7.0777,,C
3246,1,2,"Foster, Mrs. Riley 1246",female,,0,0,SYN-01246,17.5799,,Q
3247,0,3,"Green, Mr. Avery 1247",male,35.43,1,0,SYN-01247,12.0509,,S
3248,0,3,"Hall, Mrs. Jamie 1248",female,4.77,1,1,SYN-01248,9.8565,,S
3249,0,2,"Anderson, Mr. Alex 1249",male,,1,0,SYN-01249,11.9316,,S
3250,0,3,"Bennett, Mr. Morgan 1250",male,53.63,0,2,SYN-01250,4.8936,,S
3251,1,2,"Carter, Mrs. Taylor 1251",female,5.57,0,0,SYN-01251,31.1623,,S
3252,1,3,"Davis, Mrs. Jordan 1252",female,9.82,1,1,SYN-01252,6.5948,,Q
3253,1,1,"Evans, Mrs. Casey 1253",female,,2,0,SYN-01253,26.6636,B78,S
3254,0,1,"Foster, Mr. Riley 1254",male,42.49,0,0,SYN-01254,112.1246,,Q
3255,1,3,"Green, Mrs. Avery 1255",female,34.41,0,0,SYN-01255,12.8716,,S
3256,1,3,"Hall, Mr. Jamie 1256",male,45.84,2,0,SYN-01256,9.3826,G61,S
3257,0,3,"Anderson, Mr. Alex 1257",male,32.63,0,0,SYN-01257,6.0471,B37,S
3258,0,3,"Bennett, Mr. Morgan 1258",male,32.81,1,1,SYN-01258,9.3951,,S
3259,1,3,"Carter, Mr. Taylor 1259",male,31.7,0,0,SYN-01259,19.5145,,C
3260,1,2,"Davis, Mr. Jordan 1260",male,1.74,0,1,SYN-01260,8.2289,D85,S
3261,1,1,"Evans, Mrs. Casey 1261",female,28.87,0,0,SYN-01261,29.6158,,S
3262,0,1,"Foster, Mr. Riley 1262",male,20.64,2,1,SYN-01262,49.562,,Q
3263,1,1,"Green, Mrs. Avery 1263",female,,0,1,SYN-01263,68.9817,,S
3264,1,2,"Hall, Mr. Jamie 1264",male,50.08,1,0,SYN-01264,15.2225,,S
3265,0,3,"Anderson, Mr. Alex 1265",male,37.06,0,0,SYN-01265,14.2411,,C
3266,1,2,"Bennett, Mr. Morgan 1266",male,29.58,0,0,SYN-01266,36.4008,,S
3267,1,3,"Carter, Mrs. Taylor 1267",female,,2,0,SYN-01267,11.657,,S
3268,1,3,"Davis, Mr. Jordan 1268",male,,0,0,SYN-01268,13.6102,,S
3269,1,3,"Evans, Mr. Casey 1269",male,43.88,1,0,SYN-01269,11.6143,,S
3270,1,3,"Foster, Mr. Riley 1270",male,18.42,1,0,SYN-01270,10.0524,B8,S
3271,1,2,"Green, Mr. Avery 1271",male,29.93,0,1,SYN-01271,9.8186,,Q
3272,0,2,"Hall, Mr. Jamie 1272",male,42.15,0,0,SYN-01272,11.3627,A132,S
3273,1,3,"Anderson, Mr. Alex 1273",male,2.9,0,0,SYN-01273,4.7568,,Q
3274,0,3,"Bennett, Mr. Morgan 1274",male,29.19,0,0,SYN-01274,9.2157,,S
3275,1,2,"Carter, Mrs. Taylor 1275",female,23.99,0,0,SYN-01275,22.7254,,S
3276,0,2,"Davis, Mrs. Jordan 1276",female,28.13,2,0,SYN-01276,9.0127,,S
3277,0,3,"Evans, Mrs. Casey 1277",female,,0,1,SYN-01277,10.4074,,S
3278,0,3,"Foster, Mrs. Riley 1278",female,,0,0,SYN-01278,6.1794,,S
3279,0,1,"Green, Mr. Avery 1279",male,56.93,0,1,SYN-01279,38.8783,A54,C
3280,0,2,"Hall, Mr. Jamie 1280",male,25.47,0,0,SYN-01280,14.1794,,C
3281,1,3,"Anderson, Mrs. Alex 1281",female,,2,0,SYN-01281,,,C
3282,1,1,"Bennett, Mr. Morgan 1282",male,57.93,1,1,SYN-01282,97.725,,S
3283,0,3,"Carter, Mr. Taylor 1283",male,22.3,0,0,SYN-01283,9.1174,,C
3284,1,1,"Davis, Mr. Jordan 1284",male,55.41,1,0,SYN-01284,109.6028,,S
3285,1,3,"Evans, Mr. Casey 1285",male,30.07,0,0,SYN-01285,7.8355,F144,C
3286,0,2,"Foster, Mr. Riley 1286",male,54.95,2,0,SYN-01286,16.0003,,C
3287,1,1,"Green, Mr. Avery 1287",male,40.5,0,0,SYN-01287,196.1453,A103,S
3288,0,3,"Hall, Mrs. Jamie 1288",female,34.3,1,2,SYN-01288,4.0956,,S
3289,1,3,"Anderson, Mr. Alex 1289",male,29.08,2,0,SYN-01289,20.2681,,Q
3290,1,3,"Bennett, Mr. Morgan 1290",male,,1,0,SYN-01290,24.8429,,S
3291,0,2,"Carter, Mr. Taylor 1291",male,31.06,1,0,SYN-01291,30.4758,,S
3292,1,3,"Davis, Mr. Jordan 1292",male,42.56,0,0,SYN-01292,8.338,,Q
3293,0,3,"Evans, Mr. Casey 1293",male,29.82,0,1,SYN-01293,21.9196,,S
3294,1,3,"Foster, Mrs. Riley 1294",female,25.57,1,0,SYN-01294,8.3781,,S
3295,1,1,"Green, Mrs. Avery 1295",female,,1,0,SYN-01295,47.4802,,S
3296,0,3,"Hall, Mr. Jamie 1296",male,43.89,0,1,SYN-01296,8.0771,,C
3297,0,3,"Anderson, Mrs. Alex 1297",female,47.15,0,1,SYN-01297,7.3081,,S
3298,1,3,"Bennett, Mrs. Morgan 1298",female,,1,0,SYN-01298,5.9414,,S
3299,1,2,"Carter, Mr. Taylor 1299",male,0.17,1,0,SYN-01299,36.8272,,S
3300,0,2,"Davis, Mr. Jordan 1300",male,35.31,0,0,SYN-01300,13.0702,,Q
3301,0,1,"Evans, Mrs. Casey 1301",female,51.39,1,0,SYN-01301,68.8678,,C
3302,1,3,"Foster, Mr. Riley 1302",male,16.06,0,0,SYN-01302,4.52,D121,S
3303,1,3,"Green, Mr. Avery 1303",male,12.47,1,0,SYN-01303,10.1709,,Q
3304,0,1,"Hall, Mrs. Jamie 1304",female,26.3,3,1,SYN-01304,37.0673,,S
3305,0,3,"Anderson, Mr. Alex 1305",male,16.97,0,0,SYN-01305,5.2243,,Q
3306,0,3,"Bennett, Mr. Morgan 1306",male,26.25,1,0,SYN-01306,9.4166,C125,S
3307,0,1,"Carter, Mr. Taylor 1307",male,52.46,2,0,SYN-01307,125.1897,A67,S
3308,0,1,"Davis, Mr. Jordan 1308",male,10.08,0,0,SYN-01308,89.1859,,C
3309,0,3,"Evans, Mrs. Casey 1309",female,,1,0,SYN-01309,13.2315,D62,S
3310,0,3,"Foster, Mr. Riley 1310",male,18.4,0,0,SYN-01310,9.3104,,S
3311,1,1,"Green, Mr. Avery 1311",male,34.02,1,1,SYN-01311,58.2005,,C
3312,0,3,"Hall, Mr. Jamie 1312",male,38.69,0,1,SYN-01312,15.4516,,S
3313,0,3,"Anderson, Mr. Alex 1313",male,36.12,1,0,SYN-01313,7.3363,,S
3314,1,3,"Bennett, Mrs. Morgan 1314",female,10.79,0,1,SYN-01314,15.8239,,S
3315,1,3,"Carter, Mrs. Taylor 1315",female,5.32,2,0,SYN-01315,19.7343,,S
3316,0,3,"Davis, Mr. Jordan 1316",male,46.64,0,1,SYN-01316,6.2954,,S
3317,0,3,"Evans, Mr. Casey 1317",male,25.63,1,0,SYN-01317,6.8253,,S
3318,1,2,"Foster, Mrs. Riley 1318",female,40.24,1,0,SYN-01318,14.8144,,S
3319,0,3,"Green, Mr. Avery 1319",male,11.47,0,0,SYN-01319,4.4627,,C
3320,1,1,"Hall, Mr. Jamie 1320",male,7.43,0,0,SYN-01320,54.0724,D32,S
3321,0,3,"Anderson, Mr. Alex 1321",male,33.31,0,1,SYN-01321,20.4582,,S
3322,0,1,"Bennett, Mr. Morgan 1322",male,46.18,1,0,SYN-01322,39.3867,,S
3323,1,3,"Carter, Mrs. Taylor 1323",female,7.81,1,0,SYN-01323,20.7271,,S
3324,0,1,"Davis, Mr. Jordan 1324",male,30.43,2,0,SYN-01324,55.1524,,S
3325,1,2,"Evans, Mrs. Casey 1325",female,14.81,0,1,SYN-01325,63.9724,,S
3326,0,1,"Foster, Mr. Riley 1326",male,37.08,2,0,SYN-01326,48.1104,,S
3327,0,3,"Green, Mr. Avery 1327",male,,0,0,SYN-01327,9.2386,,S
3328,1,3,"Hall, Mr. Jamie 1328",male,48.02,1,1,SYN-01328,6.0617,,S
3329,1,1,"Anderson, Mrs. Alex 1329",female,22.51,1,0,SYN-01329,47.9548,,S
3330,0,3,"Bennett, Mrs. Morgan 1330",female,,0,1,SYN-01330,20.8757,,C
3331,0,3,"Carter, Mr. Taylor 1331",male,49.05,1,0,SYN-01331,12.9822,,C
3332,1,2,"Davis, Mr. Jordan 1332",male,6.99,1,2,SYN-01332,35.2189,F1,Q
3333,0,3,"Evans, Mr. Casey 1333",male,38.57,0,1,SYN-01333,4.8502,,S
3334,0,2,"Foster, Mr. Riley 1334",male,43.42,0,1,SYN-01334,28.6711,D146,S
3335,1,1,"Green, Mr. Avery 1335",male,26.38,0,0,SYN-01335,41.0258,,S
3336,1,3,"Hall, Mr. Jamie 1336",male,13.05,1,0,SYN-01336,4.7925,,S
3337,1,1,"Anderson, Mrs. Alex 1337",female,,1,2,SYN-01337,79.8234,,S
3338,0,3,"Bennett, Mr. Morgan 1338",male,13.21,0,0,SYN-01338,11.3394,,S
3339,1,3,"Carter, Mr. Taylor 1339",male,27.5,0,0,SYN-01339,10.2977,,S
3340,0,3,"Davis, Mr. Jordan 1340",male,29.44,1,0,SYN-01340,14.8388,,S
3341,1,3,"Evans, Mrs. Casey 1341",female,40.02,0,1,SYN-01341,16.1682,F49,S
3342,0,3,"Foster, Mr. Riley 1342",male,21.23,0,2,SYN-01342,22.442,,
3343,0,3,"Green, Mr. Avery 1343",male,,0,0,SYN-01343,5.196,,S
3344,0,2,"Hall, Mr. Jamie 1344",male,,1,2,SYN-01344,45.6883,,S
3345,0,1,"Anderson, Mr. Alex 1345",male,44.09,1,0,SYN-01345,197.1109,,S
3346,0,3,"Bennett, Mr. Morgan 1346",male,,0,0,SYN-01346,8.1756,,S
3347,1,2,"Carter, Mr. Taylor 1347",male,8.9,0,1,SYN-01347,7.989,,S
3348,0,2,"Davis, Mr. Jordan 1348",male,34.41,1,0,SYN-01348,9.3447,,S
3349,1,1,"Evans, Mr. Casey 1349",male,14.79,0,1,SYN-01349,54.2974,,Q
3350,0,3,"Foster, Mrs. Riley 1350",female,,1,0,SYN-01350,30.2762,,S
3351,0,2,"Green, Mr. Avery 1351",male,16.86,0,0,SYN-01351,20.1888,,S
3352,1,1,"Hall, Mr. Jamie 1352",male,,0,1,SYN-01352,49.8513,G128,S
3353,1,1,"Anderson, Mrs. Alex 1353",female,21.75,0,0,SYN-01353,48.0155,,S
3354,1,2,"Bennett, Mrs. Morgan 1354",female,28.93,2,1,SYN-01354,9.6623,,S
3355,0,3,"Carter, Mr. Taylor 1355",male,34.52,2,0,SYN-01355,16.1772,,Q
3356,1,2,"Davis, Mrs. Jordan 1356",female,36.77,0,1,SYN-01356,19.0125,,S
3357,1,3,"Evans, Mr. Casey 1357",male,29.92,0,2,SYN-01357,31.7373,,S
3358,0,3,"Foster, Mr. Riley 1358",male,10.7,3,0,SYN-01358,14.1272,,Q
3359,1,2,"Green, Mr. Avery 1359",male,40.19,0,0,SYN-01359,31.5697,,S
3360,1,3,"Hall, Mrs. Jamie 1360",female,29.26,1,0,SYN-01360,8.7533,,S
3361,0,3,"Anderson, Mr. Alex 1361",male,46.26,0,0,SYN-01361,5.4878,,S
3362,1,3,"Bennett, Mr. Morgan 1362",male,20.09,0,0,SYN-01362,6.1849,,S
3363,1,1,"Carter, Mr. Taylor 1363",male,7.57,0,1,SYN-01363,32.9638,,Q
3364,1,1,"Davis, Mrs. Jordan 1364",female,5.74,2,1,SYN-01364,115.4933,,S
3365,0,3,"Evans, Mr. Casey 1365",male,,0,0,SYN-01365,8.092,,C
3366,0,3,"Foster, Mr. Riley 1366",male,,0,0,SYN-01366,16.8856,,S
3367,1,3,"Green, Mrs. Avery 1367",female,27.2,1,0,SYN-01367,10.7762,,C
3368,1,3,"Hall, Mrs. Jamie 1368",female,,0,0,SYN-01368,8.5125,,C
3369,1,1,"Anderson, Mrs. Alex 1369",female,54.61,1,0,SYN-01369,36.7895,,C
3370,1,3,"Bennett, Mrs. Morgan 1370",female,15.59,0,1,SYN-01370,11.8045,,C
3371,1,3,"Carter, Mrs. Taylor 1371",female,,1,0,SYN-01371,8.867,B155,S
3372,0,3,"Davis, Mr. Jordan 1372",male,37.98,0,1,SYN-01372,16.4247,,S
3373,0,1,"Evans, Mr. Casey 1373",male,4.02,0,0,SYN-01373,47.2295,,S
3374,0,2,"Foster, Mr. Riley 1374",male,47.84,2,0,SYN-01374,28.0669,,S
3375,0,3,"Green, Mr. Avery 1375",male,38.74,0,0,SYN-01375,24.6568,,S
3376,0,3,"Hall, Mrs. Jamie 1376",female,42.59,2,0,SYN-01376,11.6172,,S
3377,0,3,"Anderson, Mr. Alex 1377",male,37.81,0,0,SYN-01377,15.402,,C
3378,0,2,"Bennett, Mr. Morgan 1378",male,27.74,1,0,SYN-01378,27.3926,,C
3379,0,2,"Carter, Mr. Taylor 1379",male,,2,0,SYN-01379,56.8083,,Q
3380,0,3,"Davis, Mr. Jordan 1380",male,,0,0,SYN-01380,12.2674,,S
3381,0,2,"Evans, Mr. Casey 1381",male,16.35,0,1,SYN-01381,29.3916,,C
3382,1,2,"Foster, Mrs. Riley 1382",female,,1,0,SYN-01382,19.6049,,C
3383,0,3,"Green, Mr. Avery 1383",male,41.29,0,1,SYN-01383,6.5317,D140,Q
3384,0,2,"Hall, Mr. Jamie 1384",male,50.68,1,0,SYN-01384,10.2906,,C
3385,1,3,"Anderson, Mr. Alex 1385",male,35.2,1,1,SYN-01385,20.0734,,S
3386,0,2,"Bennett, Mrs. Morgan 1386",female,42.94,0,0,SYN-01386,11.4861,,S
3387,0,3,"Carter, Mr. Taylor 1387",male,25.84,0,0,SYN-01387,15.0716,,Q
3388,0,3,"Davis, Mrs. Jordan 1388",female,23.3,1,1,SYN-01388,12.571,G130,S
3389,0,3,"Evans, Mr. Casey 1389",male,10.18,0,1,SYN-01389,16.5662,B28,C
3390,1,3,"Foster, Mrs. Riley 1390",female,,0,0,SYN-01390,7.5345,,C
3391,1,2,"Green, Mr. Avery 1391",male,33.77,0,2,SYN-01391,12.9466,,C
3392,1,3,"Hall, Mr. Jamie 1392",male,15.14,2,0,SYN-01392,12.3134,,C
3393,1,3,"Anderson, Mrs. Alex 1393",female,17.66,0,1,SYN-01393,8.5147,,Q
3394,0,3,"Bennett, Mrs. Morgan 1394",female,38.9,1,1,SYN-01394,5.0811,,Q
3395,0,3,"Carter, Mr. Taylor 1395",male,42.41,0,0,SYN-01395,29.0429,,S
3396,1,3,"Davis, Mrs. Jordan 1396",female,7.12,0,2,SYN-01396,6.4709,,S
3397,0,3,"Evans, Mr. Casey 1397",male,,0,1,SYN-01397,5.7897,,S
3398,0,3,"Foster, Mr. Riley 1398",male,22.54,0,0,SYN-01398,8.7531,,S
3399,1,1,"Green, Mr. Avery 1399",male,30.23,1,0,SYN-01399,139.4307,D139,C
3400,0,3,"Hall, Mr. Jamie 1400",male,49.84,2,1,SYN-01400,3.037,A90,C
3401,1,3,"Anderson, Mr. Alex 1401",male,41.3,0,0,SYN-01401,19.0301,B117,S
3402,1,1,"Bennett, Mrs. Morgan 1402",female,41.14,1,1,SYN-01402,42.4015,,S
3403,0,3,"Carter, Mr. Taylor 1403",male,56.72,0,0,SYN-01403,11.566,,S
3404,1,3,"Davis, Mrs. Jordan 1404",female,,0,0,SYN-01404,6.8949,E76,C
3405,1,1,"Evans, Mrs. Casey 1405",female,16.2,2,1,SYN-01405,209.3588,F110,S
3406,1,3,"Foster, Mrs. Riley 1406",female,19.89,1,1,SYN-01406,10.7094,,S
3407,0,3,"Green, Mr. Avery 1407",male,26.44,2,0,SYN-01407,6.7743,,S
3408,1,3,"Hall, Mrs. Jamie 1408",female,0.17,2,1,SYN-01408,8.4738,D85,S
3409,0,2,"Anderson, Mr. Alex 1409",male,,0,0,SYN-01409,21.0107,,S
3410,0,3,"Bennett, Mr. Morgan 1410",male,22.38,0,0,SYN-01410,11.0266,,C
3411,1,2,"Carter, Mr. Taylor 1411",male,40.97,1,0,SYN-01411,25.4586,,Q
3412,0,3,"Davis, Mr. Jordan 1412",male,,0,0,SYN-01412,9.9923,,S
3413,0,1,"Evans, Mr. Casey 1413",male,21.59,0,1,SYN-01413,32.8206,,S
3414,1,3,"Foster, Mr. Riley 1414",male,38.26,2,0,SYN-01414,8.2932,,S
3415,1,3,"Green, Mrs. Avery 1415",female,,0,0,SYN-01415,13.9607,,S
3416,1,3,"Hall, Mr. Jamie 1416",male,19.24,0,0,SYN-01416,6.9182,,S
3417,0,3,"Anderson, Mr. Alex 1417",male,23.1,1,0,SYN-01417,14.4778,,S
3418,1,3,"Bennett, Mr. Morgan 1418",male,0.17,0,1,SYN-01418,10.176,,S
3419,1,3,"Carter, Mr. Taylor 1419",male,,1,1,SYN-01419,8.8714,,C
3420,1,2,"Davis, Mr. Jordan 1420",male,,1,0,SYN-01420,38.5714,D147,S
3421,0,3,"Evans, Mr. Casey 1421",male,31.04,1,1,SYN-01421,3.8444,B60,C
3422,0,3,"Foster, Mr. Riley 1422",male,16.76,0,1,SYN-01422,6.8975,,S
3423,0,3,"Green, Mr. Avery 1423",male,22.81,0,1,SYN-01423,19.6961,C30,S
3424,0,3,"Hall, Mr. Jamie 1424",male,12.85,1,0,SYN-01424,27.3608,,S
3425,0,3,"Anderson, Mr. Alex 1425",male,,0,0,SYN-01425,35.159,,S
3426,0,3,"Bennett, Mr. Morgan 1426",male,,1,1,SYN-01426,10.2808,,S
3427,1,3,"Carter, Mrs. Taylor 1427",female,,0,0,SYN-01427,12.8639,,C
3428,0,1,"Davis, Mrs. Jordan 1428",female,30.17,0,0,SYN-01428,109.7363,,Q
3429,0,3,"Evans, Mr. Casey 1429",male,8.42,0,0,SYN-01429,20.1635,C99,S
3430,0,3,"Foster, Mr. Riley 1430",male,21.32,0,0,SYN-01430,11.8792,A58,S
3431,1,3,"Green, Mr. Avery 1431",male,8.95,0,0,SYN-01431,16.6426,,S
3432,1,3,"Hall, Mr. Jamie 1432",male,24.35,3,0,SYN-01432,12.8772,G147,C
3433,1,1,"Anderson, Mrs. Alex 1433",female,31.05,2,1,SYN-01433,93.2905,,S
3434,1,2,"Bennett, Mrs. Morgan 1434",female,49.96,0,0,SYN-01434,12.0689,,S
3435,1,3,"Carter, Mrs. Taylor 1435",female,41.37,2,0,SYN-01435,8.3438,,C
3436,1,2,"Davis, Mr. Jordan 1436",male,16.17,0,0,SYN-01436,15.0024,,C
3437,1,1,"Evans, Mrs. Casey 1437",female,39.5,0,0,SYN-01437,36.4012,,S
3438,0,1,"Foster, Mr. Riley 1438",male,,0,0,SYN-01438,28.2223,,S
3439,0,3,"Green, Mr. Avery 1439",male,4.9,1,0,SYN-01439,7.9216,,S
3440,0,3,"Hall, Mr. Jamie 1440",male,41.88,2,1,SYN-01440,8.6491,,S
3441,1,1,"Anderson, Mrs. Alex 1441",female,27.75,2,0,SYN-01441,74.163,,S
3442,1,1,"Bennett, Mrs. Morgan 1442",female,10.26,0,0,SYN-01442,95.026,D37,C
3443,1,3,"Carter, Mrs. Taylor 1443",female,36.37,1,0,SYN-01443,11.0901,B86,S
3444,0,1,"Davis, Mrs. Jordan 1444",female,11.46,0,0,SYN-01444,60.7759,,C
3445,1,3,"Evans, Mrs. Casey 1445",female,26.81,0,0,SYN-01445,6.0452,A101,S
3446,1,3,"Foster, Mr. Riley 1446",male,29.48,0,0,SYN-01446,16.1994,,C
3447,1,1,"Green, Mr. Avery 1447",male,19.93,1,0,SYN-01447,66.1876,E5,S
